Gene_symbol	Human_entrez	Rat_entrez	Mouse_entrez	Gene_Name	Synonym	DbTF	PMID	Uniprot_Human	Uniprot_Rat	Uniprot_mouse
GTF2E2	"general transcription factor IIE, polypeptide 2, beta 34kDa"	2961	306516	68153	FE|TF2E2|TFIIE-B	0	0	P29084	D3ZCP9	Q3UIR2,Q9D902
GTF2F1	"general transcription factor IIF, polypeptide 1, 74kDa"	2962	316123	98053	BTF4|RAP74|TF2F1|TFIIF	0	0	P35269	Q6AY96	Q3THK3
GTF2F2	"general transcription factor IIF, polypeptide 2, 30kDa"	2963	81674	68705	BTF4|RAP30|TF2F2|TFIIF	0	0	P13984	Q63489	Q3UMJ4,Q8R0A0
GTF2H1	"general transcription factor IIH, polypeptide 1, 62kDa"	2965	361580	14884	BTF2|P62|TFB1|TFIIH	0	0	P32780	D3ZYG3	Q7TPY0,Q9DBA9,G3X8R4
GTF2H2	"general transcription factor IIH, polypeptide 2, 44kDa"	2966	294693	23894	BTF2|BTF2P44|T-BTF2P44|TFIIH|P44	0	0	Q13888	A0JN27	Q7TPV0,Q9JIB4
GTF2H2C	"general transcription factor IIH, polypeptide 2C"	728340	0	0	-	0	0	Q6P1K8		
GTF2H2D	"general transcription factor IIH, polypeptide 2D"	730394	0	0	-	0	0	Q6P1K8		
GTF2H3	"general transcription factor IIH, polypeptide 3, 34kDa"	2967	288651	209357	BTF2|P34|TFB4|TFIIH	0	0	Q13889	Q561R7	Q3UZB8,Q8VD76
GTF2H4	"general transcription factor IIH, polypeptide 4, 52kDa"	2968	294236	14885	P52|TFB2|TFIIH	0	0	Q92759	Q6MG20	Q542U3,O70422
GTF2I	"general transcription factor IIi"	2969	353256	14886	BAP135|BTKAP1|DIWS|GTFII-I|IB291|SPIN|TFII-I|WBS|WBSCR6	0	0	Q499G6,P78347	Q5U2Y1	Q3UHU8,Q9ESZ8
GTF2IRD1	"GTF2I repeat domain containing 1"	9569	246770	57080	BEN|CREAM1|GTF3|MUSTRD1|RBAP2|WBS|WBSCR11|WBSCR12|HMUSTRD1ALPHA1	0	0	Q9UHL9	Q80ST5	Q6PD35,Q5XJY7,Q9JI57,Q8BP10
GTF2IRD2	"GTF2I repeat domain containing 2"	84163	288606	114674	FP630|GTF2IRD2A	0	0	Q86UP8		Q99NI3
GTF2IRD2B	"GTF2I repeat domain containing 2B"	389524	0	0	-	0	0	Q6EKJ0		
GTF3A	"general transcription factor IIIA"	2971	246299	66596	AP2|TFIIIA	0	0	Q92664	Q8VHT8	Q8VHT7
GTF3C1	"general transcription factor IIIC, polypeptide 1, alpha 220kDa"	2975	171063	233863	TFIIIC|TFIIIC220|TFIIICALPHA	0	0	Q12789	Q63505	Q8K284
GTF3C2	"general transcription factor IIIC, polypeptide 2, beta 110kDa"	2976	313914	71752	TFIIIC-BETA|TFIIIC110	0	0	Q8WUA4	Q5PQP7	Q8BL74
GTF3C3	"general transcription factor IIIC, polypeptide 3, 102kDa"	9330	316810	98488	TFIIIC102|TFIIICGAMMA|TFIIIC2-102	0	0	Q9Y5Q9	D4A7Q9	Q3TMP1
GTF3C4	"general transcription factor IIIC, polypeptide 4, 90kDa"	9329	685539	269252	KAT12|TFIII90|TFIIIC290|TFIIIC90|TFIIICDELTA	0	0	Q9UKN8,B3KNH2	D3ZD80	E9Q2B0,Q8BMQ2
GTF3C5	"general transcription factor IIIC, polypeptide 5, 63kDa"	9328	362095	70239	TFIIIC63|TFIIICEPSILON|TFIIIC2-63	0	0	Q9Y5Q8	A1L1K6	Q3UI98,Q8R2T8
GTPBP1	"GTP binding protein 1"	9567	300077	14904	GP-1|GP1|HSPC018	0	0	O00178	D2XV59	O08582
GZF1	"GDNF-inducible zinc finger protein 1"	64412	311508	74533	ZBTB23|ZNF336	yes	16049025	Q9H116	D3ZUU2	Q4VBD9
H1F0	"H1 histone family, member 0"	3005	24437	14958	H10|H1FV	0	0	P07305	P43278	P10922
H1FOO	"H1 histone family, member O, oocyte-specific"	132243	502875	171506	OSH1	0	0	Q8IZA3	D3ZEG0	Q8VIK3
H1FX	"H1 histone family, member X"	8971	500252	243529	H1X	0	0	Q92522	D3ZIX4	Q80ZM5
HABP4	"hyaluronan binding protein 4"	22927	361196	56541	IHABP4|KI-1/57|SERBP1L	0	0	Q5JVS0	A1L1K8	Q9JKS5,Q3UJC1,E9QKB2
HAND1	"heart and neural crest derivatives expressed 1"	9421	59112	15110	HXT|THING1|BHLHA27|EHAND	yes	11802795	O96004	P97832	Q64279,Q5SQG1
HAND2	"heart and neural crest derivatives expressed 2"	9464	64637	15111	DHAND2|HED|THING2|BHLHA26|DHAND	yes	15139020	P61296	P61295	Q61039
HAX1	"HCLS1 associated protein X-1"	10456	291202	23897	HCLSBP1|HS1BP1|SCN3	0	0	O00165	Q7TSE9	B9EJR4,O35387
HBP1	"HMG-box transcription factor 1"	26959	27080	73389	-	yes	15024088	B4DJ36,O60381	Q62661	Q8R316,E9Q1A8,E9Q469
HCFC1	"host cell factor C1 (VP16-accessory protein)"	3054	363519	15161	CFF|HCF-1|HCF1|HFC1|MRX3|VCAF	yes	18836447	P51610	D3ZN95	Q61191
HCFC2	"host cell factor C2"	29915	314704	67933	HCF-2|HCF2	0	0	Q9Y5Z7	Q5RKG2	G5E837
HCLS1	"hematopoietic cell-specific Lyn substrate 1"	3059	288077	15163	CTTNL|HS1	0	0	P14317	Q68FX4	Q8CA06,P49710
HDAC1	"histone deacetylase 1"	3065	297893	433759	GON-10|HD1|RPD3|RPD3L1	0	0	Q6IT96,Q13547	Q4QQW4	Q58E49,O09106
HDAC10	"histone deacetylase 10"	83933	362981	170787	HD10	0	0	Q969S8	Q569C4	Q6P3E7
HDAC11	"histone deacetylase 11"	79885	297453	232232	HD11	0	0	Q96DB2	B2GUW3	Q91WA3,Q543U1
HDAC2	"histone deacetylase 2"	3066	84577	15182	HD2|RPD3|YAF1	0	0	Q92769	B1WBY8	Q3TMT1,P70288
HDAC3	"histone deacetylase 3"	8841	84578	15183	HD3|RPD3|RPD3-2	0	0	O15379	Q6P6W3	Q9JM08,Q3UM33
HDAC4	"histone deacetylase 4"	9759	363287	208727	AHO3|BDMR|HA6116|HD4|HDAC-4|HDAC-A|HDACA	0	0	P56524,Q86YH7	Q99P99	Q6NZM9
HDAC5	"histone deacetylase 5"	10014	84580	15184	HD5|NY-CO-9	yes	20181743	Q9UQL6		Q3UJF1,Q6P9T4
HDAC6	"histone deacetylase 6"	10013	84581	15185	HD6	0	0	Q9UBN7		Q9Z2V5,Q3UG37
HDAC7	"histone deacetylase 7"	51564	84582	56233	HD7A|HDAC7A	0	0	Q8WUI4		E9PX62,E9PXW8,Q8C2B3,E9PXW1
HDAC8	"histone deacetylase 8"	55869	363481	70315	CDLS5|HD8|HDACL1|MRXS6|RPD3|WTS	0	0	A6ND12,Q9BY41,A6NJR3,A6ND61	B1WC68	Q8VH37,A2AWU6
HDAC9	"histone deacetylase 9"	9734	687001	79221	HD7|HD7B|HD9|HDAC|HDAC7|HDAC7B|HDAC9B|HDAC9FL|HDRP|MITR	0	0	E7EX34,B7Z3P7,B7Z940,B7Z928,Q9UKV0,F8W9E0,C9JS87,B7Z4I4		Q99N13
HDGF	"hepatoma-derived growth factor"	3068	114499	15191	HMG1L2	yes	17974029	Q5SZ08,Q5SZ07,P51858	Q8VHK7	P51859
HDGFRP2	"hepatoma-derived growth factor-related protein 2"	84717	171073	15193	HDGF2	0	0	Q7Z4V5	Q925G1	Q3UMU9
HDX	"highly divergent homeobox"	139324	100359635	245596	CXORF43|D030011N01RIK	0	0	Q7Z353		Q14B70
HELT	"helt bHLH transcription factor"	391723	498633	234219	HCM1228|HESL|MGN|BHLHB44	yes	14764602	A6NFD8	D4ADJ5	Q7TS99
HELZ	"helicase with zinc finger"	9931	287773	78455	DHRC|DRHC|HUMORF5	0	0			Q6DFV5
HELZ2	"helicase with zinc finger 2, transcriptional coactivator"	85441	296474	229003	PDIP-1|PRIC285	0	0	Q9BYK8	D4ADC2	Q3TZD5,E9QAM5
HERC1	"HECT and RLD domain containing E3 ubiquitin protein ligase family member 1"	8925	315771	235439	P532|P619	0	0	Q15751		E9PZP8
HES1	"hairy and enhancer of split 1, (Drosophila)"	3280	29577	15205	HES-1|HHL|HRY|BHLHB39	yes	"15467735, 21106062"	Q14469	Q04666	Q3UZZ2,P35428
HES2	"hairy and enhancer of split 2 (Drosophila)"	54626	29567	15206	BHLHB40	yes	8354270	Q9Y543	P35429	O54792
HES3	"hairy and enhancer of split 3 (Drosophila)"	390992	64628	15207	BHLHB43	yes	10858455	Q5TGS1	Q04667	Q61657
HES4	"hairy and enhancer of split 4 (Drosophila)"	57801	0	0	BHLHB42	yes	"17611704, 11260262"	E9PB28,Q9HCC6		
HES5	"hairy and enhancer of split 5 (Drosophila)"	388585	79225	15208	BHLHB38	yes	10804175	Q5TA89	Q03062	Q499J8,P70120
HES6	"hairy and enhancer of split 6 (Drosophila)"	55502	316626	55927	HES-6|BHLHB41|BHLHC23	yes	18160400	Q96HZ4	Q5PPN0	Q9JHE6
HES7	"hairy and enhancer of split 7 (Drosophila)"	84667	287423	84653	SCDO4|BHLHB37	yes	11260262	F8VPC9,Q9BYE0	D3ZV20	Q8BKT2
HESX1	"HESX homeobox 1"	8820	498575	15209	ANF|CPHD5|RPX	yes	"9620767, 11748154, 12063185"	Q9UBX0	D4AEG9	Q61658
HEXIM1	"hexamethylene bis-acetamide inducible 1"	10614	498008	192231	CLP1|EDG1|HIS1|MAQ1	0	0	O94992	Q5M9G1	Q8R409
HEY1	"hairy/enhancer-of-split related with YRPW motif 1"	23462	155437	15213	BHLHB31|CHF2|HERP2|HESR1|HRT-1|OAF1	yes	16199874	Q9Y5J3	D3ZNI5	Q9QUM5
HEY2	"hairy/enhancer-of-split related with YRPW motif 2"	23493	155430	15214	CHF1|GRIDLOCK|GRL|HERP1|HESR2|HRT2|BHLHB32	yes	11486045	Q9UBP5	G3V7S6	Q9QUS4,Q0VGJ1
HEYL	"hairy/enhancer-of-split related with YRPW motif-like"	26508	313575	56198	HEY3|HRT3|BHLHB33	yes	21259317	Q9NQ87	D3ZIH3	Q9DBX7
HHEX	"hematopoietically expressed homeobox"	3087	79237	15242	HEX|HMPH|HOX11L-PEN|PRH|PRHX	yes	"10871399, 18755198"	Q03014	Q9WV22	P43120
HIC1	"hypermethylated in cancer 1"	3090	303310	15248	ZBTB29|ZNF901|HIC-1	yes	15231840	A0PJI1,Q14526		Q9R1Y5
HIC2	"hypermethylated in cancer 2"	23119	287940	58180	HRG22|ZBTB30|ZNF907	yes	11554746	Q96JB3	D4A9X7	Q9JLZ6
HIF1A	"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"	3091	29560	15251	HIF-1A|HIF-1ALPHA|HIF1|HIF1-ALPHA|MOP1|PASD8|BHLHE78	yes	"15111179, 20427574"	Q16665,D0VY79,C0LZJ3	O35800	Q3UCW2,Q61221
HIF1AN	"hypoxia inducible factor 1, alpha subunit inhibitor"	55662	309434	319594	FIH1	0	0	Q9NWT6	B0BNG5	Q8BLR9
HIF3A	"hypoxia inducible factor 3, alpha subunit"	64344	64345	53417	HIF-3A|IPAS|MOP7|PASD7|BHLHE17	yes	21479871	B2RBI6,Q9Y2N7	Q9JHS2	E9Q6J3,Q0VBL6
HILS1	"histone linker H1 domain, spermatid-specific 1, pseudogene"	373861	690026	54388	-	0	0		D3ZZW6	Q9QYL0,Q5SWB1
HINFP	"histone H4 transcription factor"	25988	300665	102423	HINF-P|MIZF|ZNF743	yes	14752047	B4DWB4,E9PQF4,Q9BQA5		Q8K1K9
HIPK1	"homeodomain interacting protein kinase 1"	204851	365895	15257	MYAK|NBAK2	0	0	Q86Z02,B4DZ33	F1M8I6	O88904
HIPK2	"homeodomain interacting protein kinase 2"	28996	362342	15258	PRO0593	0	0	Q9H2X6	D3ZKU4	Q9QZR5
HIPK3	"homeodomain interacting protein kinase 3"	10114	83617	15259	DYRK6|FIST3|PKY|YAK1	0	0	Q9H422	O88850	A2RRJ7,Q3UST3,Q9ERH7
HIRA	"HIR histone cell cycle regulation defective homolog A (S. cerevisiae)"	7290	363849	15260	DGCR1|TUP1|TUPLE1	0	0	P54198		Q61666
HIST1H1A	"histone cluster 1, H1a"	3024	291145	80838	H1.1|H1A|H1F1|HIST1	0	0	Q02539	D4A3K5	P43275
HIST1H1B	"histone cluster 1, H1b"	3009	680522	56702	H1|H1.5|H1B|H1F5|H1S-3	0	0	P16401	D3ZBN0	Q5T003,P43276
HIST1H1C	"histone cluster 1, H1c"	3006	201097	50708	H1.2|H1C|H1F2|H1S-1	0	0	P16403	P15865	Q5SZA3,P15864
HIST1H1D	"histone cluster 1, H1d"	3007	201097	14957	H1.3|H1D|H1F3|H1S-2	0	0	P16402	P15865	Q149Z9,P43277
HIST1H1E	"histone cluster 1, H1e"	3008	201097	50709	H1.4|H1E|H1F4|H1S-4|DJ221C16.5	0	0	P10412,A3R0T8	P15865	P43274
HIST1H1T	"histone cluster 1, H1t"	3010	24438	107970	H1FT|H1T|DJ221C16.2	0	0	P22492	P06349	I7HFT9,Q07133
HIST1H2BB	"histone cluster 1, H2bb"	3018	679910	78303	H2B.1|H2B/F|H2BFF	0	0	P33778		Q9D2U9,A2AB77
HIST1H2BC	"histone cluster 1, H2bc"	8347	680312	319182	H2B.1|H2B/L|H2BFL|DJ221C16.3	0	0	P62807,B2R4S9	G3V9C7	Q64478
HIST1H2BD	"histone cluster 1, H2bd"	3017	361247	319188	H2B.1B|H2B/B|H2BFB|HIRIP2|DJ221C16.6	0	0	P58876,P62807		Q8CGP2
HIST1H2BE	"histone cluster 1, H2be"	8344	0	319179	H2B.H|H2B/H|H2BFH|DJ221C16.8	0	0	P62807,B2R4S9		Q6ZWY9
HIST1H2BG	"histone cluster 1, H2bg"	8339	0	319181	H2B.1A|H2B/A|H2BFA|DJ221C16.8	0	0	P62807,B2R4S9		Q6ZWY9
HIST1H2BH	"histone cluster 1, H2bh"	8345	306945	319182	H2B/J|H2BFJ	0	0	Q93079	G3V8B3	Q64478
HIST1H2BJ	"histone cluster 1, H2bj"	8970	306964	319183	H2B/R|H2BFR	0	0	P06899		P10853
HIST1H2BN	"histone cluster 1, H2bn"	8341	291157	319178	H2B/D|H2BFD	0	0	Q99877	D3ZNH4	Q64475
HIST2H2BE	"histone cluster 2, H2be"	8349	295274	319190	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	0	0	Q16778	D3ZZP9	B9EI85,Q64524,P84228
HIVEP1	"human immunodeficiency virus type I enhancer binding protein 1"	3096	117140	110521	CIRIP|CRYBP1|MBP-1|PRDII-BF1|SCHNURRI-1|ZAS1|ZNF40|ZNF40A	yes	2504707	P15822		F8VPM9
HIVEP2	"human immunodeficiency virus type I enhancer binding protein 2"	3097	29721	15273	HIV-EP2|MBP-2|MIBP1|SHN2|ZAS2|ZNF40B	yes	10207097	P31629	Q00900	Q3UHF7
HIVEP3	"human immunodeficiency virus type I enhancer binding protein 3"	59269	313557	16656	KBP-1|KBP1|KRC|SHN3|SCHNURRI-3|ZAS3|ZNF40C	yes	21189157	Q5T1R4	D3ZRB5	A2A884
HKR1	"HKR1, GLI-Kruppel zinc finger family member"	284459	0	110189	ZNF875	0	0	P10072		
HLA-DQB1	"major histocompatibility complex, class II, DQ beta 1"	3119	0	0	CELIAC1|HLA-DQB|IDDM1	0	0	Q5Y7D6,Q5Y7D3,Q5SU54,P01920,Q5Y7A9		
HLA-DQB2	"major histocompatibility complex, class II, DQ beta 2"	3120	0	0	HLA-DQB1|HLA-DXB	0	0	Q5SR06		
HLA-DRB3	"major histocompatibility complex, class II, DR beta 3"	3125	0	0	HLA-DR3B	0	0	P79483		
HLA-DRB4	"major histocompatibility complex, class II, DR beta 4"	3126	0	0	DR-4|DR4|DRB4|HLA-DR4B	0	0	P13762		
HLA-DRB5	"major histocompatibility complex, class II, DR beta 5"	3127	0	0	HLA-DRB	0	0	Q30154		
HLF	"hepatic leukemia factor"	3131	363667	217082	-	yes	8065331	Q6FHS9,Q16534		Q5SVU4,Q8BW74
HLTF	"helicase-like transcription factor"	6596	295568	20585	HIP116|HIP116A|HLTF1|RNF80|SMARCA3|SNF2L3|ZBU1	yes	9427542	Q05BZ6,Q14527	D3ZMQ9	Q6PCN7
HLX	"H2.0-like homeobox"	3142	364069	15284	HB24|HLX1	yes	20008130	Q14774	A0JPN1	Q80YV1,Q6P3B7,Q61670,Q549B7
HMBOX1	"homeobox containing 1"	79618	305968	219150	HNF1LA|PBHNF	yes	21839858	Q6NT76		Q8BJA3
HMG20A	"high mobility group 20A"	10363	315689	66867	HMGX1|HMGXB1	yes	10773667	Q9NP66	D3Z937	Q9DC33
HMG20B	"high mobility group 20B"	10362	362825	15353	BRAF25|BRAF35|HMGX2|HMGXB2|PP7706|SMARCE1R|SOXL|PP8857	0	0	Q9P0W2	D4A586	Q3U1Z7,Q3U1L0,Q9Z104
HMGA1	"high mobility group AT-hook 1"	3159	117062	15361	HMG-R|HMGA1A|HMGIY	yes	19223528	Q5T6U8,P17096	Q8K585	Q3TVP0,Q566K0,P17095,Q3TE85
HMGA1P8	"high mobility group AT-hook 1 pseudogene 8"	100130009	0	0	-	0	0			
HMGA2	"high mobility group AT-hook 2"	8091	84017	15364	BABL|HMGI-C|HMGIC|LIPO|STQTL9	yes	17914116	P52926	O88791	P52927
HMGB1	"high mobility group box 1"	3146	25459	15289	HMG1|HMG3|SBP-1	0	0	P09429	B4F758,P63159	Q58EV5,P63158
HMGB1L	"high mobility group box 1-like"	0	0	625781	HMG-L6|HMGL6	0	0			
HMGB1P1	"high mobility group box 1 pseudogene 1"	10357	679571	434174	HMG1L1|HMG1L7|HMGB1L1|DJ579F20.1	yes	20081217		D3ZCR3	
HMGB1P10	"high mobility group box 1 pseudogene 10"	100130561	0	0	HMG1L10|HMGB1L10|BK445C9.3	0	0			
HMGB2	"high mobility group box 2"	3148	29395	97165	HMG2	0	0	P26583	P52925	P30681
HMGB3	"high mobility group box 3"	3149	305373	15354	HMG-2A|HMG-4|HMG2A|HMG4	0	0	O15347	B0BN99	Q544R9,O54879
HMGB3P1	"high mobility group box 3 pseudogene 1"	128872	0	0	HMG4L|HMGB3L1|DJ18C9.3	0	0			
HMGB3P10	"high mobility group box 3 pseudogene 10"	100129320	0	0	-	0	0			
HMGB3P22	"high mobility group box 3 pseudogene 22"	729595	0	0	-	0	0			
HMGB4	"high mobility group box 4"	127540	685271	69317	DJ1007G16.5	0	0	Q8WW32	D3ZMW8	B1AXI1,Q6P8W9
HMGN1	"high mobility group nucleosome binding domain 1"	3150	360704	15312	HMG14	0	0	P05114,Q6NSG7	Q5U1W8	Q8CEW1,P18608
HMGN2	"high mobility group nucleosomal binding domain 2"	3151	114637	633752	HMG17	0	0	P05204	Q4KLJ0	
HMGN3	"high mobility group nucleosomal binding domain 3"	9324	113990	94353	PNAS-25|TRIP7	0	0	Q15651	Q66H40	Q9DCB1
HMGN4	"high mobility group nucleosomal binding domain 4"	10473	0	100039489	HMG17L3|NHC	0	0	O00479		
HMGN5	"high mobility group nucleosome binding domain 5"	79366	681284	50887	NBP-45|NSBP1	0	0	P82970	B4F777	Q9JL35
HMGXB3	"HMG box domain containing 3"	22993	0	106894	HMGX3|SMF	0	0	Q562E5,Q12766		Q6AXF8,Q6NZP6,Q6PEF4,G3X9M3,Q8R168,Q8BY57,Q9JJ64
HMGXB4	"HMG box domain containing 4"	10042	307667	70823	HMG2L1|HMGBCG|THC211630	0	0	Q7Z641,Q9UGU5	D4A2N0	Q80Y32
HMOX2	"heme oxygenase (decycling) 2"	3163	79239	15369	HO-2	0	0	P30519	P23711	O70252,Q544R7
HMX1	"H6 family homeobox 1"	3166	360960	15371	H6|NKX5-3	yes	10206974	Q9NP08		O70218
HMX2	"H6 family homeobox 2"	3167	293538	15372	H6L|NKX5-2	0	0	A2RU54	D4A578	P43687
HMX3	"H6 family homeobox 3"	340784	293537	15373	NKX-5.1|NKX5.1|NKX5-1	yes	10206974	A6NHT5	D4A585	P42581
HNF1A	"HNF1 homeobox A"	6927	24817	21405	HNF-1A|HNF1|IDDM20|LFB1|MODY3|TCF-1|TCF1	yes	"8373770, 9047360"	P20823	P15257	P22361,Q66JY7
HNF1B	"HNF1 homeobox B"	6928	25640	21410	FJHN|HNF-1B|HNF1BETA|HNF2|HPC11|LF-B3|LFB3|MODY5|TCF-2|TCF2|VHNF1	yes	9774468	Q6FHW6,E0YMJ6,P35680	P23899	P27889,Q5SS49
HNF4A	"hepatocyte nuclear factor 4, alpha"	3172	25735	15378	HNF4|HNF4A7|HNF4A8|HNF4A9|HNF4ALPHA|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	yes	15581617	F1D8T0,P41235,F1D8T1,F1D8S2,Q5QPB7	G3V750	P49698
HNF4G	"hepatocyte nuclear factor 4, gamma"	3174	365744	30942	NR2A2|NR2A3	yes	12220531	F1D8Q4,Q14541		Q059V1,Q9WUU6,Q3UP48
HNRNPA3	"heterogeneous nuclear ribonucleoprotein A3"	220988	362152	229279	2610510D13RIK|D10S102|FBRNP|HNRPA3	0	0	P51991	Q6URK4	Q3UZG3,Q0VG47,Q5FB19,Q8BG05,Q5U3M2
HNRNPAB	"heterogeneous nuclear ribonucleoprotein A/B"	3182	83498	15384	ABBP1|HNRPAB	yes	"1398104, 1398104, 11154060"	Q99729	Q9QX80	Q544Z3,Q99020,Q20BD0
HNRNPC	"heterogeneous nuclear ribonucleoprotein C (C1/C2)"	3183	290046	15381	C1|C2|HNRNP|HNRPC|SNRPC	0	0	P07910	Q4V8K6	Q9Z204
HNRNPD	"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)"	3184	79256	11991	AUF1|AUF1A|HNRPD|P37|HNRNPD0	0	0	Q14103	G3V6A5,G3V6A4,Q9JJ54,G3V9G2	G5E8G0,Q60668,G3X9W0
HNRNPH2	"heterogeneous nuclear ribonucleoprotein H2 (H')"	3188	308650	56258	FTP3|HNRPH'|HNRPH2|HNRNPH'	0	0	P55795	Q6AY09	A2BDV8,P70333
HNRNPK	"heterogeneous nuclear ribonucleoprotein K"	3190	117282	15387	CSBP|HNRPK|TUNP	yes	20371611	P61978,Q6IBN1	P61980	P61979
HNRNPL	"heterogeneous nuclear ribonucleoprotein L"	3191	80846	15388	HNRPL|HNRNP-L	0	0	Q6NTA2,P14866	F1LPP9,F2Z3R2	Q9CVU5,Q8R081,Q3UMT7
HNRNPR	"heterogeneous nuclear ribonucleoprotein R"	10236	319110	74326	"HNRPR|HNRNP R|HNRNP-R"	0	0	Q6MZS5,O43390,Q0VGD6	Q566E4	Q8VHM5
HNRNPU	"heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)"	3192	117280	51810	"HNRPU|SAF-A|U21.1|HNRNP U"	0	0	Q00839,Q96BA7	Q6IMY8	Q8VEK3
HNRNPUL1	"heterogeneous nuclear ribonucleoprotein U-like 1"	11100	361522	232989	E1B-AP5|E1BAP5|HNRPUL1	0	0	Q9BUJ2	D4A962	Q8VDM6
HNRPDL	"heterogeneous nuclear ribonucleoprotein D-like"	9987	305178	50926	HNRNP|JKTBP|JKTBP2|LAAUF1	0	0	O14979	Q3SWU3	D3YTQ3
HNRPLL	"heterogeneous nuclear ribonucleoprotein L-like"	92906	313842	72692	SRRF|HNRNPLL	0	0	A8K894,Q8WVV9	D4A3E1	Q921F4
HOMEZ	"homeobox and leucine zipper encoding"	57594	260325	239099	KIAA1443	yes	12925734	Q8IX15	Q5XFX1	Q80W88
HOPX	"HOP homeobox"	84525	171160	74318	CAMEO|HOD|HOP|LAGY|NECC1|OB1|SMAP31|TOTO	0	0	G3V294,E9PB55,Q9BPY8	Q78ZR5	Q8R1H0
HOXA1	"homeobox A1"	3198	25607	15394	BSAS|HOX1|HOX1F	yes	9733765	P49639	O08656	Q8BNI8,B9EHK7
HOXA10	"homeobox A10"	3206	368057	15395	HOX1|HOX1.8|HOX1H|PL	yes	15886193	P31260	G3V6Z0	P31310
HOXA11	"homeobox A11"	3207	368057	15396	HOX1|HOX1I	yes	9079637	P31270	G3V6Z0	P31311
HOXA13	"homeobox A13"	3209	500129	15398	HOX1|HOX1J	yes	21829694	P31271,Q6DI00	D3ZQ69	Q62424
HOXA2	"homeobox A2"	3199	24452	15399	HOX1K	yes	15634706	O43364	G3V6R6,P31246	P31245
HOXA3	"homeobox A3"	3200	500125	15400	HOX1|HOX1E	yes	8096059	A4D182,O43365,B3KPN8	D3ZM81	P02831
HOXA4	"homeobox A4"	3201	24453	15401	HOX1|HOX1D	yes	7901228	Q00056		P06798
HOXA5	"homeobox A5"	3202	79241	15402	HOX1|HOX1.3|HOX1C	yes	10879542	P20719	G3V6T2	P09021
HOXA6	"homeobox A6"	3203	685732	15403	HOX1|HOX1.2|HOX1B	yes	9247466	P31267	G3V6T4	P09092,Q0VEU7
HOXA7	"homeobox A7"	3204	500126	15404	ANTP|HOX1|HOX1.1|HOX1A	yes	18973687	P31268	F1LMS8	P02830
HOXA9	"homeobox A9"	3205	500126	15405	ABD-B|HOX1|HOX1.7|HOX1G	yes	17327400	P31269	F1LMS8	P09631
HOXB1	"homeobox B1"	3211	303491	15407	HCFP3|HOX2|HOX2I|HOX-2.9	yes	"7911971, 9242495"	P14653	G3V737	P17919,B1ARQ3
HOXB13	"homeobox B13"	10481	303480	15408	PSGD	yes	15126340	Q92826,Q4KR72	D3ZWL5	A2A9Z4,P70321
HOXB2	"homeobox B2"	3212	100361765	103889	HOX2|HOX2H|HOX-2.8|K8	yes	15289435	P14652		P0C1T1
HOXB3	"homeobox B3"	3213	303488	15410	HOX2|HOX2G|HOX-2.7	yes	"9556594, 12482716"	B3KNJ7,P14651		B1ARQ2,P09026
HOXB4	"homeobox B4"	3214	497988	15412	HOX-2.6|HOX2|HOX2F	yes	"12482716, 12489992, 15634700"	P17483	B1WBS2	P10284,B1ARQ1
HOXB5	"homeobox B5"	3215	497987	15413	HHO.C10|HOX2|HOX2A|HU-1|HOX2.1	yes	12897140	P09067	D3ZMA1	A2AA01,P09079
HOXB6	"homeobox B6"	3216	497986	15414	HOX2|HOX2B|HU-2|HOX-2.2	yes	15269212	P17509	D3ZLU8	P09023,A2AA00
HOXB7	"homeobox B7"	3217	497985	15415	HHO.C1|HOX2|HOX2C|HOX-2.3	yes	8756643	P09629	P18864	P09024
HOXB8	"homeobox B8"	3218	24457	15416	HOX2|HOX2D|HOX-2.4	yes	"11571641, 15886193"	Q8N8T3,P17481	G3V6Y1	P09632,A2A9Z8
HOXB9	"homeobox B9"	3219	287647	15417	HOX-2.5|HOX2|HOX2E	yes	"9079637, 11432851"	B3KPJ1,P17482		P20615
HOXC10	"homeobox C10"	3226	315338	209448	HOX3I	yes	10835276	Q9NYD6,Q53XI4	G3V815	Q8BZY5,P31257
HOXC11	"homeobox C11"	3227	366996	109663	HOX3H	yes	9582375	O43248		P31313
HOXC12	"homeobox C12"	3228	300262	15421	HOC3F|HOX3|HOX3F	0	0	P31275	D4ACL4	Q8K5B8
HOXC13	"homeobox C13"	3229	315337	15422	HOX3|HOX3G	yes	11714694	P31276	D3ZKV8	P50207
HOXC4	"homeobox C4"	3221	24459	15423	HOX3|HOX3E|CP19	yes	15252056	Q86TF7,P09017	D3ZK87	Q08624
HOXC5	"homeobox C5"	3222	315341	15424	CP11|HOX3|HOX3D	yes	21676974	Q00444	D3ZP88	P32043
HOXC6	"homeobox C6"	3223	252885	15425	CP25|HHO.C8|HOX3|HOX3C	yes	"8393570, 8870653"	P09630	G3V841	Q543H4,P10629,B2RUB8
